student_id,age,gender,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,exercise_minutes,assignments_completed,attendance_percentage,stress_level,focus_score,final_grade,productivity_score
4833,20,Male,4.99,4.57,4.98,7.48,0.84,3.41,7,167,107,11,81.38,6,77,83.16,51.19
4834,20,Other,4.21,8.16,6.91,3.34,0.73,3.69,8,408,12,18,55.65,4,67,45.52,49.14
4835,25,Male,1.1,6.03,0.59,5.35,3.7,0.83,4,206,18,9,57.35,1,30,74.06,31.74
4836,27,Female,5.19,9.17,10.42,7.67,3.41,3.04,11,300,83,10,43.96,3,66,86.96,49.28
4837,21,Female,2.81,6.25,5.54,4.27,2.17,0.69,5,6,50,2,81.94,4,74,71.95,46.69
4838,21,Male,1.01,5.37,7.66,4.78,1.25,2.4,12,199,64,13,55.7,3,60,93.85,25.41
4839,22,Male,3.64,9.77,2.82,1.51,0.62,4.06,7,293,105,3,53.2,3,46,91.35,51.53
4840,17,Female,1.33,8.81,8.56,6.22,0.73,4.1,3,140,46,5,59.81,4,88,68.59,43.27
4841,17,Female,6.01,4.44,4.07,4.17,4.41,2.88,5,265,79,8,54.13,7,72,67.9,49.61
4842,25,Male,5.28,6.42,6.44,3.89,5.4,4.97,2,65,49,15,62.34,7,91,47.31,55.44
4843,19,Male,8.03,3.79,4.22,1.42,3.37,3.47,3,17,65,5,55.49,1,97,58.81,71.12
4844,20,Male,3.04,3.75,7.91,3.53,3.87,3.61,11,492,99,2,72.45,10,78,57.31,30.38
4845,17,Male,4.03,8.97,10.28,7.59,5.84,1.05,12,446,114,7,58.81,2,82,98.2,52.62
4846,25,Female,7.05,9.52,7.87,3.1,0.09,2.81,12,205,95,4,59.19,8,40,58.59,51.03
4847,24,Female,9.93,8.17,2.55,1.77,0.94,0.29,4,164,107,16,87.22,10,54,56.91,75.34
4848,18,Male,9.09,9.92,3.37,4.79,2.82,1.54,14,38,35,15,80.77,10,83,65.04,83.46
4849,24,Male,5.45,3.32,6.51,4.06,0.53,1.23,10,17,98,10,65.09,8,73,47.3,41.24
4850,23,Male,6.94,5.32,3.62,3.84,1.57,2.24,6,274,117,14,65.98,4,83,64.8,65.44
4851,27,Female,5.55,3.92,2.75,1.31,2.33,2.83,3,434,37,10,82.98,8,91,51.12,58.1
4852,22,Female,4.63,8.47,1.04,7.27,4.24,1.37,5,490,40,5,69.03,4,40,51.95,54.72
4853,17,Male,6.22,9.23,1.7,4.86,0.79,0.36,11,332,115,4,89.19,3,77,86.15,78.88
4854,23,Male,4.17,6.13,7.0,4.97,3.61,2.09,1,419,82,13,65.83,3,44,56.11,38.63
4855,26,Female,3.16,8.8,2.74,0.95,0.31,0.61,12,3,104,15,97.07,9,68,89.51,54.72
4856,23,Male,7.2,8.93,6.23,3.65,2.68,0.82,11,203,57,2,71.36,10,38,86.49,51.91
4857,29,Male,8.78,3.98,7.88,4.66,0.59,4.84,12,111,34,17,67.05,8,87,94.33,60.03
4858,25,Male,3.24,5.64,3.38,7.39,2.99,2.49,10,294,1,0,81.45,1,38,69.61,41.9
4859,17,Male,7.22,4.32,11.42,4.64,2.49,2.08,11,351,63,16,92.98,3,42,93.39,43.5
4860,18,Male,4.62,7.69,3.45,7.67,2.28,0.39,4,432,18,18,44.95,4,86,60.28,59.66
4861,27,Female,3.37,5.71,2.36,5.54,4.87,2.38,14,380,9,3,51.54,5,32,87.63,33.2
4862,25,Female,6.4,7.67,5.75,1.25,3.1,3.35,6,338,67,0,68.67,3,64,88.61,61.37
4863,29,Male,9.42,9.13,5.58,0.52,1.63,1.98,10,23,11,0,56.08,10,43,79.21,62.23
4864,25,Male,3.84,5.89,10.37,4.39,4.88,3.38,13,237,106,15,76.7,6,50,55.88,31.57
4865,29,Female,7.72,9.8,1.04,7.55,3.12,5.99,6,497,101,17,98.1,4,53,98.63,80.56
4866,22,Male,3.49,5.86,3.63,2.55,5.85,2.47,9,80,94,15,49.94,9,64,72.15,37.85
4867,22,Male,8.14,4.5,10.61,7.07,2.97,3.38,14,377,61,4,79.95,1,40,75.5,48.67
4868,20,Male,7.72,6.7,9.23,1.17,4.95,1.11,6,216,67,16,92.37,5,52,91.2,56.61
4869,20,Female,7.77,5.79,0.54,5.93,0.01,4.13,13,29,62,1,88.35,7,99,67.41,80.84
4870,21,Male,9.98,3.88,6.57,3.33,1.51,0.07,4,384,101,13,51.87,6,49,98.19,54.46
4871,19,Male,1.83,3.16,3.31,0.1,0.18,1.1,1,193,0,14,69.72,9,91,93.07,35.86
4872,17,Male,4.19,8.21,11.87,2.32,3.29,2.19,1,91,17,15,84.41,5,79,87.7,48.62
4873,17,Male,6.49,9.53,11.81,3.21,2.84,4.51,9,140,95,7,68.03,10,56,42.07,46.72
4874,28,Other,6.11,6.08,11.16,3.5,4.55,4.37,10,339,59,11,64.95,9,59,79.01,38.37
4875,29,Female,7.92,3.46,0.61,1.37,0.68,5.3,9,350,41,6,80.99,9,57,61.97,58.14
4876,23,Male,0.95,8.18,10.91,4.93,4.98,5.8,1,138,27,12,42.66,3,63,55.41,26.33
4877,17,Male,7.2,9.07,4.26,6.77,0.43,1.16,8,169,6,10,46.58,3,68,71.23,68.73
4878,17,Female,7.51,5.27,7.88,5.51,5.07,5.7,7,166,67,17,92.26,2,75,66.51,64.69
4879,19,Male,1.08,4.55,5.67,6.39,3.31,1.45,10,470,111,7,68.4,5,45,57.91,21.76
4880,26,Female,5.62,5.36,4.58,2.79,0.55,3.72,10,228,45,10,47.69,4,59,59.61,47.57
4881,20,Female,2.83,9.36,3.8,6.75,0.19,0.97,3,205,49,11,88.38,7,54,50.61,49.31
4882,20,Male,8.12,5.93,5.42,0.05,4.79,0.13,13,169,66,2,49.43,4,83,77.15,66.59
4883,18,Other,0.97,7.58,3.92,6.62,1.9,1.89,11,333,83,10,87.31,5,47,57.01,36.0
4884,17,Male,1.89,3.52,11.15,0.22,5.67,1.33,8,281,76,13,84.91,8,57,46.95,16.93
4885,19,Male,1.49,4.97,5.53,5.17,5.93,2.05,8,173,45,18,66.73,9,48,60.62,21.28
4886,27,Female,1.12,4.6,11.36,1.65,4.81,1.67,10,80,117,8,87.8,5,41,80.71,14.71
4887,20,Female,6.2,3.44,4.77,3.95,4.57,0.69,8,425,20,16,67.18,1,38,69.11,44.18
4888,19,Female,8.75,3.84,3.49,3.23,4.3,1.25,1,437,84,12,80.01,1,88,44.07,76.6
4889,24,Female,5.35,5.92,9.81,7.66,1.19,0.53,13,21,105,16,88.57,1,40,64.52,43.15
4890,26,Male,2.5,6.91,6.49,2.59,0.92,3.18,14,309,53,10,68.39,10,68,54.01,34.98
4891,17,Male,3.77,5.18,2.37,5.32,2.43,4.97,14,342,64,18,59.99,1,55,70.6,46.61
4892,18,Male,3.92,5.94,11.17,4.14,5.67,3.43,5,30,88,14,91.14,3,98,81.0,51.87
4893,29,Female,4.79,8.32,11.56,3.03,0.2,1.95,5,250,102,12,61.98,10,70,69.54,40.07
4894,23,Male,4.5,4.73,8.41,5.21,4.92,5.08,10,342,46,16,43.97,9,34,83.59,20.74
4895,20,Male,6.88,3.24,11.68,1.12,2.47,0.92,10,221,23,8,92.41,10,95,45.81,48.21
4896,24,Female,3.73,4.8,8.25,5.86,0.19,4.96,8,4,21,18,49.37,1,63,77.08,36.76
4897,27,Male,6.8,9.45,7.67,4.69,1.07,3.7,2,390,114,8,98.96,2,92,94.83,79.83
4898,29,Male,5.69,3.13,10.0,6.16,5.89,1.2,10,460,79,11,46.04,6,59,74.62,30.66
4899,19,Male,0.96,3.9,1.28,6.03,4.89,1.25,9,218,57,3,84.92,2,94,93.27,48.37
4900,22,Male,9.24,3.46,5.59,3.81,4.97,0.35,5,73,17,5,54.25,7,53,41.72,52.32
4901,25,Male,2.19,5.64,5.45,3.35,3.29,5.31,11,64,84,4,81.43,4,59,69.63,37.57
4902,17,Male,4.79,7.53,7.64,6.85,0.24,4.51,12,285,80,0,68.05,5,31,99.78,38.04
4903,17,Male,9.5,9.37,4.49,7.3,4.91,5.59,12,381,89,3,63.38,10,34,71.93,63.25
4904,24,Male,2.85,8.56,5.72,3.36,2.84,1.36,8,470,58,6,80.15,1,96,97.36,62.87
4905,19,Male,0.71,4.75,10.27,7.43,4.29,0.27,5,224,76,14,69.32,5,75,90.52,23.12
4906,21,Male,5.16,7.44,11.4,7.37,4.47,2.97,2,52,64,2,88.78,8,37,92.13,35.37
4907,17,Male,2.63,7.65,6.07,1.04,0.24,1.89,14,207,40,5,54.19,6,91,56.67,47.68
4908,21,Male,6.03,3.63,8.61,3.71,1.35,2.49,13,453,89,2,51.29,1,49,96.14,38.73
4909,27,Male,8.26,5.99,6.79,6.44,5.0,2.78,12,82,56,18,61.45,1,93,73.94,73.56
4910,22,Female,5.36,5.18,10.48,1.2,2.95,4.76,1,369,89,14,61.7,2,84,91.07,48.93
4911,24,Female,6.63,4.1,3.51,1.92,0.19,4.3,13,59,45,8,90.06,8,56,81.29,51.83
4912,29,Male,6.83,3.41,10.43,4.43,5.76,4.68,3,343,119,11,96.4,10,95,89.03,51.13
4913,19,Male,8.3,3.19,6.42,0.98,3.71,1.36,11,271,15,14,80.54,2,54,59.29,56.16
4914,19,Female,7.04,9.01,5.75,2.69,2.4,0.25,8,131,113,12,70.5,5,46,64.26,60.06
4915,28,Female,9.77,5.31,11.45,4.12,5.4,5.27,4,181,84,5,74.23,5,43,95.96,52.26
4916,27,Female,4.83,6.45,4.01,6.33,0.79,2.24,4,362,22,14,59.52,1,54,49.27,51.56
4917,27,Male,0.98,5.04,1.45,1.26,5.85,2.01,10,394,7,1,85.2,7,47,90.53,30.69
4918,26,Female,4.24,4.16,8.23,5.77,1.56,4.43,8,327,46,3,87.99,7,37,51.45,28.63
4919,25,Female,8.48,4.83,3.52,7.58,3.36,0.73,13,456,115,18,47.53,4,69,41.79,63.41
4920,20,Male,1.76,4.19,7.88,1.66,4.91,2.22,13,1,18,10,60.66,2,92,84.36,37.35
4921,20,Male,7.49,8.31,1.14,1.82,1.59,2.75,13,488,38,14,57.24,1,63,60.18,75.24
4922,28,Male,5.59,9.35,6.97,6.28,1.75,5.92,13,136,85,13,91.31,8,99,86.64,70.03
4923,23,Male,9.06,6.04,3.23,1.08,3.55,4.62,7,346,40,6,92.07,3,80,89.19,81.5
4924,18,Male,7.45,8.76,1.37,3.76,0.44,5.18,5,196,105,15,90.5,1,53,54.92,78.06
4925,24,Female,6.77,5.98,1.14,3.31,4.55,4.93,8,399,74,18,91.47,9,70,48.59,65.03
4926,22,Male,8.93,6.13,11.51,4.09,1.85,1.72,7,96,18,18,90.11,10,34,46.62,45.01
4927,19,Male,9.13,6.4,3.55,4.15,5.74,1.04,9,377,48,13,66.65,2,86,90.29,81.16
4928,25,Female,4.16,8.74,7.19,4.46,1.73,5.64,6,218,59,5,79.66,3,82,59.73,59.86
4929,21,Male,9.31,9.55,6.07,6.54,5.65,0.37,2,116,33,1,45.64,8,85,82.65,76.16
4930,24,Male,1.02,8.21,4.67,3.43,0.68,3.42,12,223,5,1,70.87,7,80,85.86,42.57
4931,23,Male,7.74,9.22,6.74,1.72,2.4,2.02,4,288,99,15,84.73,3,96,48.31,82.69
4932,24,Male,3.7,7.5,6.94,6.29,3.9,4.34,7,89,100,3,56.21,8,99,61.22,51.25
4933,23,Male,5.13,8.87,10.13,7.83,1.57,1.53,11,431,23,9,60.52,7,32,95.84,36.04
4934,19,Female,8.44,6.9,4.94,1.01,4.48,4.59,13,280,92,10,84.29,9,69,94.84,67.08
4935,18,Male,6.55,8.41,4.56,2.08,5.96,2.66,7,158,87,6,52.06,7,75,85.43,62.49
4936,23,Female,4.85,7.94,8.31,7.82,5.65,3.08,7,327,40,10,50.74,9,85,83.58,48.68
4937,19,Male,2.06,8.24,4.78,1.77,5.87,4.62,8,117,82,3,54.65,9,64,91.99,37.0
4938,19,Female,9.42,4.64,6.38,3.38,0.33,3.81,12,258,47,6,62.1,7,77,43.96,64.04
4939,18,Female,3.66,4.08,2.49,0.67,3.63,4.24,10,32,83,3,94.08,10,52,70.82,37.81
4940,20,Female,1.46,7.57,3.76,2.44,5.15,3.63,11,486,102,3,82.41,8,88,40.96,47.59
4941,24,Male,5.86,6.38,2.81,2.07,5.24,5.41,10,85,59,5,88.93,5,35,51.46,52.05
4942,28,Female,4.36,8.35,10.17,7.66,2.92,1.49,4,375,87,1,92.77,1,48,70.17,48.12
4943,17,Female,6.11,4.03,9.68,1.12,0.07,1.66,11,396,71,15,63.12,5,57,60.13,38.61
4944,17,Female,2.72,9.63,5.01,2.48,4.61,4.83,1,161,95,3,88.84,3,99,43.01,66.56
4945,28,Male,4.1,7.93,5.56,0.64,5.63,0.34,3,189,109,2,57.28,9,45,76.68,37.98
4946,21,Male,9.74,3.16,5.22,5.38,0.03,1.89,4,426,68,2,98.04,1,58,51.31,69.44
4947,27,Male,9.4,7.04,2.72,7.89,0.26,5.51,5,456,110,3,72.34,1,74,72.28,83.51
4948,21,Male,8.71,5.19,9.51,1.23,4.64,2.03,9,228,70,5,90.49,2,55,70.67,60.26
4949,27,Female,7.9,4.92,10.03,5.02,4.67,5.59,7,405,17,17,89.2,8,60,95.85,50.13
4950,28,Female,1.99,9.32,7.51,1.23,1.26,5.05,6,130,72,15,96.16,10,61,92.43,39.86
4951,17,Female,4.94,8.85,9.03,1.81,4.3,4.96,1,273,56,8,75.2,9,39,66.98,39.43
4952,22,Male,7.42,3.07,8.01,4.34,5.3,0.64,10,117,50,19,90.91,5,93,78.22,60.53
4953,17,Male,2.99,4.27,1.68,7.6,1.55,0.15,2,424,58,1,97.53,8,77,41.0,47.55
4954,21,Male,0.81,8.04,6.84,3.8,2.68,5.14,9,430,40,14,58.5,4,82,79.96,39.57
4955,25,Male,4.47,8.94,4.49,3.6,2.92,4.26,1,380,94,5,44.7,1,76,86.87,60.67
4956,28,Female,4.54,8.02,3.03,1.1,2.49,2.25,13,192,90,8,50.06,2,71,55.52,59.02
4957,21,Male,1.12,6.68,8.15,4.51,1.96,2.02,13,340,115,7,60.9,3,53,68.82,27.2
4958,22,Female,3.55,9.89,10.72,3.7,5.94,0.45,4,187,56,2,59.58,10,67,49.29,38.96
4959,24,Female,9.21,8.58,12.0,2.68,3.42,3.25,14,142,3,16,45.88,1,99,84.59,75.63
4960,27,Female,2.88,6.28,7.14,5.85,4.29,3.09,5,449,108,2,93.46,7,42,75.72,32.75
4961,17,Male,5.91,7.08,8.23,2.38,0.64,3.8,4,203,109,6,76.11,10,84,84.08,53.77
4962,18,Male,5.13,3.31,7.99,7.22,3.06,4.55,6,326,119,12,91.08,4,84,84.75,49.52
4963,25,Male,8.69,9.75,8.49,6.98,5.38,2.03,5,330,113,1,41.99,3,53,44.71,64.55
4964,19,Male,6.71,5.54,3.33,3.89,4.28,3.03,10,321,47,15,62.04,5,73,90.85,60.56
4965,22,Female,2.01,7.63,2.33,7.26,1.68,2.41,14,374,65,12,64.21,7,53,86.52,39.25
4966,21,Female,1.86,7.67,5.19,7.69,5.06,0.24,4,242,57,5,61.23,2,42,56.23,35.43
4967,27,Male,5.8,3.4,5.86,0.29,0.31,1.37,11,442,13,12,92.91,8,64,69.04,45.61
4968,18,Male,0.94,4.86,9.28,6.82,5.91,5.09,6,104,41,8,68.92,6,68,41.28,22.6
4969,23,Female,4.24,7.59,7.66,3.22,4.55,3.1,5,78,70,12,67.26,10,40,98.2,33.18
4970,20,Male,4.29,9.39,6.85,7.96,5.71,3.7,4,42,40,18,99.36,1,52,64.2,58.36
4971,17,Female,2.37,8.45,6.23,2.74,5.13,4.01,7,416,34,0,58.16,5,65,96.66,41.76
4972,29,Female,3.36,7.06,3.07,6.67,4.63,5.37,4,82,17,5,56.26,8,43,92.33,36.74
4973,20,Female,3.63,4.63,4.79,1.76,2.65,2.66,12,220,0,2,56.28,4,46,76.11,33.85
4974,22,Female,0.61,9.64,1.76,7.44,4.85,5.48,4,209,43,19,42.59,8,85,76.63,45.33
4975,23,Female,8.16,5.83,1.26,5.94,0.46,5.95,4,293,46,12,87.94,1,46,91.75,70.72
4976,23,Female,9.6,4.05,0.65,2.27,1.37,4.38,14,128,44,4,59.14,3,59,97.78,70.51
4977,23,Female,3.25,3.15,1.51,5.5,5.32,4.69,6,76,101,16,99.89,3,33,86.33,37.46
4978,19,Male,1.56,9.65,7.34,3.48,4.19,5.74,14,388,30,15,44.09,10,79,71.56,36.57
4979,22,Male,9.56,8.45,11.67,6.88,1.12,3.25,5,310,18,3,73.73,7,44,69.07,57.56
4980,29,Other,7.54,4.51,0.83,0.05,2.49,3.05,8,192,11,8,79.33,1,73,52.13,72.52
4981,24,Male,8.97,3.99,9.51,4.19,4.28,0.04,7,474,25,17,78.84,9,95,59.3,61.65
4982,20,Female,3.93,9.72,8.15,5.45,4.78,1.51,11,198,4,3,57.08,9,40,95.49,36.23
4983,29,Female,5.1,4.69,10.38,3.17,5.04,3.37,14,423,95,0,73.11,9,52,63.22,30.58
4984,24,Female,9.34,6.23,11.37,3.79,0.89,5.81,5,52,80,5,92.18,4,39,67.99,55.71
4985,18,Male,4.87,7.28,9.85,1.92,0.04,2.35,11,216,11,17,43.76,8,71,46.32,39.91
4986,26,Male,6.88,3.44,9.67,3.34,0.81,5.38,7,394,7,5,61.45,2,65,72.95,45.92
4987,25,Male,7.2,5.41,1.49,7.37,2.95,1.13,6,470,84,4,71.69,3,32,64.18,55.75
4988,25,Male,8.45,9.61,4.63,3.08,5.53,2.92,12,459,15,0,83.33,3,70,61.9,81.58
4989,24,Other,9.76,7.9,7.59,7.91,1.16,1.99,12,65,10,16,55.0,5,52,90.89,65.26
4990,26,Female,3.68,5.57,0.7,3.72,4.63,4.17,4,101,86,0,88.75,5,45,45.41,47.08
4991,29,Female,2.85,8.54,5.96,4.96,4.07,4.98,2,47,10,19,78.7,2,43,43.43,43.96
4992,26,Male,1.24,8.86,0.6,0.04,5.78,0.02,8,361,119,15,45.73,1,40,61.82,41.32
4993,17,Male,8.64,4.06,9.03,1.5,1.74,0.23,7,337,77,9,79.48,2,51,52.87,54.61
4994,18,Male,3.28,7.11,3.56,2.85,4.12,3.43,7,356,70,9,81.38,1,77,65.73,58.36
4995,22,Male,0.97,5.57,9.18,2.62,0.18,3.18,14,282,95,1,81.06,7,52,95.11,20.52
4996,26,Female,8.72,6.55,6.02,5.75,1.44,3.46,7,189,11,14,76.64,7,57,74.19,62.63
4997,21,Male,5.34,6.28,1.74,4.39,3.75,0.56,13,164,43,8,85.53,10,45,59.15,48.56
4998,28,Male,8.46,6.53,11.07,1.73,5.82,2.15,11,46,98,0,64.08,3,32,68.01,47.47
4999,25,Female,5.77,6.65,8.53,4.84,2.39,0.08,13,403,42,5,52.8,5,91,56.76,55.41
5000,21,Other,3.48,3.48,8.83,1.05,3.99,5.64,4,312,24,5,93.4,9,52,45.79,26.12
5001,18,Male,1.73,4.24,3.15,6.94,0.44,1.83,11,217,60,16,72.49,3,83,58.97,42.93
5002,26,Female,4.65,6.96,1.94,6.0,0.07,0.65,10,368,33,2,53.61,4,65,79.03,54.87
5003,20,Male,0.75,9.55,11.48,2.77,0.9,4.06,14,5,66,8,67.34,6,46,49.89,23.5
5004,25,Male,6.22,8.23,4.48,0.39,3.49,0.84,12,367,46,18,91.36,1,61,82.7,69.02
5005,17,Male,4.56,4.67,3.2,6.26,4.86,0.25,12,399,38,17,50.1,5,31,99.65,33.61
5006,27,Female,1.84,5.53,10.6,1.95,2.18,1.78,1,74,44,15,89.2,1,75,70.71,37.1
5007,17,Male,5.54,5.35,5.83,2.07,4.2,5.5,6,325,17,15,47.88,4,79,93.19,51.68
5008,28,Male,8.11,8.39,8.02,3.45,2.86,4.06,5,485,118,17,84.62,10,37,89.23,53.3
5009,23,Female,9.76,9.81,3.56,4.87,4.91,0.03,8,480,20,14,93.91,1,89,91.36,99.53
5010,27,Male,5.51,5.49,11.64,0.28,0.62,5.66,8,422,62,19,73.19,6,50,76.53,35.07
5011,19,Male,1.73,3.1,5.95,6.61,3.5,5.34,5,108,95,7,41.83,8,82,85.18,24.64
5012,26,Male,8.2,9.56,5.38,0.27,5.59,1.09,11,233,114,7,58.08,9,71,53.8,68.91
5013,18,Male,7.11,8.27,1.24,1.4,0.53,3.05,9,63,25,18,47.09,7,30,68.25,54.53
5014,25,Female,9.56,8.84,8.64,1.81,1.58,5.59,14,34,80,17,87.31,8,65,71.54,71.43
5015,19,Female,5.58,4.46,6.72,6.8,1.64,3.95,12,45,89,6,84.97,7,42,53.38,38.8
5016,18,Male,3.89,7.52,11.61,5.97,3.92,0.04,3,368,67,11,46.26,2,30,96.04,27.09
5017,28,Male,9.65,4.63,1.97,4.88,4.69,0.93,1,27,56,15,47.57,4,91,50.71,77.56
5018,24,Female,5.62,3.08,5.0,2.85,3.84,0.05,3,124,98,14,47.82,5,39,87.18,33.21
5019,26,Male,0.65,4.1,3.42,4.42,2.69,4.39,7,327,78,16,60.93,7,63,64.01,24.8
5020,22,Female,5.0,9.46,8.18,0.41,1.5,4.21,9,475,118,11,49.62,5,80,40.76,56.16
5021,22,Male,0.52,4.51,1.32,6.93,5.57,2.13,12,97,34,3,68.25,3,63,80.0,34.24
5022,26,Female,7.51,7.1,11.92,5.54,1.09,1.11,6,280,103,17,41.8,4,88,42.12,56.97
5023,27,Female,5.88,9.78,8.71,5.33,4.62,6.0,12,258,24,19,84.99,1,42,91.32,57.7
5024,23,Female,1.54,3.53,4.88,7.87,0.94,3.35,4,496,7,9,70.8,7,31,45.22,15.97
5025,23,Male,8.22,8.66,4.74,4.27,2.54,2.83,9,297,70,5,85.19,1,94,81.97,88.07
5026,27,Female,5.6,7.18,6.03,0.58,1.81,4.81,13,178,27,10,68.63,2,88,80.24,64.98
5027,29,Female,1.58,5.26,8.53,1.82,1.72,3.54,3,382,83,1,43.92,4,53,53.42,20.91
5028,22,Female,2.02,5.55,7.3,1.28,1.84,0.94,10,370,60,15,53.88,1,91,58.65,42.74
5029,20,Male,8.31,3.19,6.07,7.53,4.95,1.4,10,456,100,8,44.26,4,33,82.62,41.94
5030,27,Female,3.88,4.79,2.75,1.02,1.39,4.96,12,395,74,6,48.91,8,40,96.82,31.21
5031,25,Male,8.3,5.96,2.5,0.18,1.35,2.94,1,297,113,1,77.87,1,71,90.15,76.13
5032,22,Male,1.16,8.02,11.03,2.42,1.99,1.05,13,378,86,0,84.7,5,47,79.21,26.08
5033,20,Female,2.82,4.92,6.84,0.98,3.9,5.73,3,180,99,10,45.34,10,35,68.9,16.01
5034,28,Male,7.76,7.06,7.17,4.96,3.32,4.78,3,336,105,19,41.53,2,93,88.48,69.37
5035,19,Female,6.6,8.12,5.48,1.79,2.55,4.92,5,31,115,19,83.59,8,92,81.87,69.97
5036,20,Female,3.41,7.89,8.64,6.74,5.64,5.4,11,140,72,18,54.44,5,81,43.02,45.42
5037,19,Female,9.39,7.13,9.72,1.14,1.03,1.95,14,180,11,12,94.32,9,48,80.46,58.89
5038,18,Female,2.51,7.06,5.23,1.22,0.72,1.29,1,53,53,1,59.17,3,47,52.2,36.73
5039,21,Female,8.57,8.05,1.11,4.86,1.06,1.14,10,318,46,13,60.13,6,96,46.45,85.01
5040,18,Male,7.11,5.35,3.4,0.66,3.64,4.18,2,328,33,11,45.15,7,49,67.56,49.0
5041,22,Female,1.65,6.15,9.95,0.4,4.73,1.42,5,237,30,14,91.14,2,68,49.31,35.98
5042,19,Male,5.77,9.76,6.94,1.47,4.47,3.27,8,34,72,3,80.81,1,38,93.84,58.07
5043,22,Male,9.33,7.68,10.63,4.21,5.46,5.34,7,403,13,8,60.93,3,71,58.47,67.16
5044,27,Female,6.38,6.64,4.89,4.38,4.39,0.16,9,410,77,12,89.68,5,31,75.16,50.45
5045,26,Male,5.52,7.05,4.12,3.08,6.0,0.75,13,207,52,10,91.73,5,68,91.5,61.4
5046,25,Male,3.98,3.73,0.52,3.74,3.3,2.55,13,128,51,13,74.1,5,67,99.55,48.45
5047,17,Female,7.99,7.14,2.57,3.64,5.97,5.59,13,439,116,7,43.98,5,32,89.63,55.43
5048,22,Male,9.17,8.86,4.35,3.66,3.22,2.84,12,450,117,13,77.1,8,52,90.22,70.88
5049,25,Male,7.66,6.67,1.41,2.13,0.48,3.0,10,242,40,7,88.67,1,99,82.92,87.86
5050,27,Male,7.39,4.24,7.45,1.36,4.83,0.3,5,245,37,13,86.51,3,95,53.82,66.56
5051,20,Female,2.33,6.14,11.88,3.13,5.32,3.4,10,375,16,6,83.61,1,31,69.1,23.64
5052,27,Female,8.42,4.95,1.17,3.71,2.69,5.99,7,468,97,3,64.93,10,89,90.82,70.1
5053,28,Female,0.89,5.52,5.01,7.63,0.89,3.91,4,391,45,2,54.2,4,63,72.85,29.24
5054,18,Male,7.69,4.58,5.1,5.99,5.62,5.77,9,137,14,4,61.54,3,33,40.06,48.46
5055,29,Female,2.5,5.34,1.3,6.89,5.41,5.56,5,155,20,17,91.89,8,58,94.07,41.87
5056,20,Female,5.13,8.75,2.63,3.09,1.58,5.01,7,354,107,15,55.6,7,78,46.02,61.95
5057,17,Male,7.1,8.3,5.71,4.58,1.02,1.29,11,147,9,1,70.13,9,75,56.4,63.48
5058,19,Male,7.71,6.43,11.49,5.94,0.56,2.81,10,106,83,6,70.71,8,61,88.99,48.35
5059,26,Female,8.94,8.48,7.06,1.47,1.33,3.54,8,397,81,17,45.85,5,55,93.83,63.63
5060,25,Female,3.18,9.83,1.65,3.67,4.95,4.1,11,40,73,2,68.74,7,82,82.92,61.45
5061,26,Female,2.63,5.84,9.03,2.79,3.5,3.36,10,474,65,1,81.71,9,67,97.26,31.46
5062,21,Male,9.96,9.86,10.36,4.38,2.9,3.46,6,143,11,16,91.08,2,60,44.06,78.59
5063,27,Female,2.47,4.72,9.79,2.34,5.39,1.45,3,21,27,6,46.16,5,68,64.12,25.4
5064,22,Male,6.82,9.68,9.91,2.84,2.05,1.09,3,144,5,16,77.03,5,42,58.44,53.94
5065,19,Male,9.55,9.05,9.84,6.66,2.8,1.24,2,320,103,6,98.85,8,47,50.91,66.05
5066,21,Male,9.02,4.39,3.06,6.22,5.73,1.71,2,75,57,10,55.47,8,57,46.46,58.38
5067,27,Female,4.71,5.45,7.33,3.26,1.66,1.3,9,460,100,16,85.69,8,88,92.0,50.66
5068,24,Female,6.56,7.96,2.37,0.78,4.15,2.07,4,446,69,2,44.53,3,99,91.04,75.73
5069,22,Female,5.53,4.34,4.28,2.29,1.01,3.78,10,316,56,9,68.25,2,67,46.61,52.99
5070,20,Female,3.79,7.13,5.3,5.86,3.33,4.31,11,214,95,6,99.48,9,93,94.42,57.27
5071,18,Male,1.87,6.74,5.47,6.05,5.11,2.86,12,128,63,17,64.22,8,67,68.39,34.61
5072,25,Female,8.13,5.04,5.54,2.6,1.79,1.14,5,189,91,0,82.96,6,74,97.48,64.39
5073,29,Female,1.36,5.1,9.51,7.52,1.05,3.81,4,44,99,9,63.86,9,60,96.36,18.05
5074,28,Male,6.29,6.61,7.63,4.01,5.25,5.31,10,173,18,12,79.53,1,83,69.79,65.06
5075,17,Male,6.15,5.1,7.88,7.03,1.08,4.38,4,245,18,5,58.24,7,31,53.01,33.22
5076,17,Male,3.68,4.26,9.34,4.24,5.45,0.55,12,349,55,16,63.62,10,75,69.32,29.81
5077,29,Male,1.79,8.41,2.88,0.1,4.34,0.91,12,484,12,2,63.52,3,64,70.06,47.28
5078,20,Male,8.1,7.07,5.84,0.8,1.03,3.4,10,101,67,4,66.83,9,78,48.6,64.7
5079,23,Male,4.89,6.06,10.33,0.84,5.38,4.08,10,418,43,19,68.58,9,64,70.52,36.6
